character	guide_name	genename	initial_library	LB_1	LB_2	BE_1	BE_2	killing_1	killing_2	M9_1	M9_2	MOPS_1	MOPS_2
essential_in_m9	b0585_fes_181_612917_612912_+	fes	1135	872	727	810	887	245	287	33	41	46	78
essential_in_m9	b0585_fes_190_612926_612921_+	fes	1911	1286	1009	1408	1554	199	252	33	88	34	30
essential_in_m9	b0585_fes_196_612932_612928_+	fes	7047	5432	4217	5082	5483	2624	3102	2580	3784	735	1103
essential_in_m9	b0585_fes_208_612944_612940_+	fes	1271	792	673	806	815	159	99	169	37	66	54
essential_in_m9	b0585_fes_230_612966_612954_-	fes	2987	466	415	448	453	249	306	146	261	96	95
essential_in_m9	b0585_fes_236_612972_612958_-	fes	2789	1459	1148	1262	1379	1753	2446	479	350	367	622
essential_in_m9	b0585_fes_236_612972_612960_-	fes	1700	1343	1091	1417	1400	1785	2316	745	605	496	841
essential_in_m9	b0585_fes_244_612980_612974_+	fes	2652	1917	1658	1773	1988	987	1278	789	599	458	369
essential_in_m9	b0585_fes_244_612980_612975_+	fes	1897	1253	935	1111	1147	469	488	172	265	187	119
essential_in_m9	b0585_fes_260_612996_612981_-	fes	3309	2719	2093	2863	2916	1831	2286	997	1002	665	879
essential_in_m9	b0585_fes_260_612996_612983_-	fes	2571	1835	1369	1498	1596	2492	3110	3184	2079	1297	2029
essential_in_m9	b0585_fes_347_613083_613069_-	fes	1685	1366	1011	1273	1326	1148	1407	1108	995	1200	1449
essential_in_m9	b0585_fes_349_613085_613080_+	fes	1308	765	731	672	828	71	70	14	0	14	0
essential_in_m9	b0585_fes_349_613085_613081_+	fes	1377	722	641	620	656	86	123	46	11	59	10
essential_in_m9	b0585_fes_364_613100_613095_+	fes	5379	4297	3306	4059	4229	6546	7644	8724	7090	8495	10544
essential_in_m9	b0585_fes_391_613127_613120_+	fes	5291	1901	1471	1066	1070	593	932	172	381	183	399
essential_in_m9	b0585_fes_391_613127_613121_+	fes	2836	1625	1251	1181	1324	207	267	31	11	28	34
essential_in_m9	b0585_fes_391_613127_613122_+	fes	1594	1060	914	1012	1142	788	773	180	151	230	184
essential_in_m9	b0585_fes_398_613134_613119_-	fes	1749	1270	954	1147	1250	1270	1687	1498	2276	441	711
essential_in_m9	b0585_fes_398_613134_613121_-	fes	1940	1289	1065	1180	1252	2178	2987	2519	2975	828	1301
essential_in_m9	b0585_fes_409_613145_613141_+	fes	6457	4805	3655	4162	4475	1942	2205	490	441	498	641
essential_in_m9	b0585_fes_442_613178_613173_+	fes	6444	4902	3737	4692	4749	1726	2049	554	438	702	842
essential_in_m9	b0585_fes_442_613178_613174_+	fes	5457	4366	3476	4138	4374	1416	1659	640	386	866	751
essential_in_m9	b0585_fes_454_613190_613184_+	fes	2849	2181	1681	1925	2006	872	1096	214	417	294	503
essential_in_m9	b0585_fes_464_613200_613185_-	fes	1195	687	532	420	454	295	343	87	180	87	152
essential_in_m9	b0585_fes_464_613200_613187_-	fes	1391	862	695	830	879	1348	2080	1242	1965	590	1432
essential_in_m9	b0585_fes_464_613200_613188_-	fes	1273	614	594	558	653	907	1394	799	1023	368	658
essential_in_m9	b0585_fes_475_613211_613207_+	fes	2786	2022	1388	1967	1860	628	618	287	37	102	42
essential_in_m9	b0585_fes_509_613245_613230_-	fes	1656	582	484	439	418	541	683	115	99	140	163
essential_in_m9	b0585_fes_509_613245_613233_-	fes	3653	2065	1621	1753	1762	1729	2107	621	671	620	647
essential_in_m9	b0585_fes_510_613246_613234_-	fes	3341	1834	1455	1722	1884	1055	1324	298	212	338	358
non-essential	b0606_ahpF_25_639777_639773_+	ahpF	2639	2043	1760	2387	2665	955	1064	1320	1769	1326	2062
non-essential	b0606_ahpF_220_639972_639965_+	ahpF	4089	3465	2613	3166	3293	3485	3716	6493	4727	4241	4529
non-essential	b0606_ahpF_220_639972_639968_+	ahpF	6925	4931	3775	4405	4719	3025	3512	7690	6819	3773	3701
non-essential	b0606_ahpF_316_640068_640063_+	ahpF	2303	1159	854	463	485	69	96	26	17	48	50
non-essential	b0606_ahpF_331_640083_640076_+	ahpF	1816	1191	962	904	946	180	196	104	38	31	60
non-essential	b0606_ahpF_331_640083_640079_+	ahpF	2337	1195	891	623	621	54	40	0	0	0	0
non-essential	b0606_ahpF_409_640161_640156_+	ahpF	2603	1446	1053	973	998	82	112	5	49	0	46
non-essential	b0606_ahpF_478_640230_640223_+	ahpF	855	678	532	730	746	905	1099	2431	1284	555	620
non-essential	b0606_ahpF_547_640299_640294_+	ahpF	1352	1188	914	1145	1183	1518	1888	3106	3004	2564	3803
non-essential	b0606_ahpF_742_640494_640487_+	ahpF	3258	1321	1150	671	769	28	45	8	0	16	0
non-essential	b0606_ahpF_742_640494_640490_+	ahpF	3512	2666	2021	2496	2635	1353	1432	922	1065	925	1367
non-essential	b0606_ahpF_3_639755_639742_-	ahpF	1743	792	521	391	425	75	81	264	47	173	102
non-essential	b0606_ahpF_3_639755_639743_-	ahpF	1331	622	562	379	373	75	86	30	62	48	83
essential_in_m9	b0628_lipA_119_660098_660092_+	lipA	805	375	299	129	112	56	42	0	3	0	0
essential_in_m9	b0628_lipA_157_660060_660048_-	lipA	3679	2410	2022	1877	2190	280	299	29	19	42	50
essential_in_m9	b0628_lipA_361_659856_659842_-	lipA	2068	1155	908	788	827	296	267	101	152	150	204
essential_in_m9	b0628_lipA_361_659856_659841_-	lipA	2881	1465	1284	906	1083	68	103	13	6	20	17
essential_in_m9	b0628_lipA_439_659778_659765_-	lipA	2178	1475	1229	1335	1443	412	543	331	233	491	517
essential_in_m9	b0628_lipA_3_660214_660210_+	lipA	1081	775	522	297	277	111	142	14	6	1	4
non-essential	b0650_hscC_82_683312_683298_-	hscC	2389	1845	1458	1676	1900	1893	2418	706	2568	844	1090
non-essential	b0650_hscC_246_683148_683141_+	hscC	1326	690	545	641	563	329	363	576	270	370	546
non-essential	b0650_hscC_331_683063_683051_-	hscC	3201	1662	1324	1357	1435	644	854	190	281	254	546
non-essential	b0650_hscC_331_683063_683048_-	hscC	2173	1328	933	1195	1241	608	841	462	750	535	1255
non-essential	b0650_hscC_385_683009_682996_-	hscC	2035	250	179	144	125	38	28	0	0	0	0
non-essential	b0650_hscC_487_682907_682893_-	hscC	776	389	320	347	323	259	266	528	217	378	385
non-essential	b0650_hscC_490_682904_682890_-	hscC	1529	1106	886	1114	1172	1281	1510	273	1413	392	502
non-essential	b0650_hscC_490_682904_682889_-	hscC	2748	1758	1418	1642	1953	1127	1494	151	149	187	282
non-essential	b0650_hscC_755_682639_682635_+	hscC	1938	1072	958	939	876	397	395	34	91	60	169
non-essential	b0650_hscC_755_682639_682633_+	hscC	700	310	254	255	264	311	425	268	98	284	221
non-essential	b0650_hscC_755_682639_682632_+	hscC	945	807	572	720	592	667	560	289	184	210	253
non-essential	b0650_hscC_757_682637_682623_-	hscC	1438	843	615	706	763	210	236	62	15	50	28
non-essential	b0650_hscC_763_682631_682619_-	hscC	1029	773	652	642	847	514	580	31	5	40	0
non-essential	b0650_hscC_815_682579_682574_+	hscC	5717	2523	2074	1925	1953	402	471	1259	315	216	282
non-essential	b0650_hscC_3_683391_683386_+	hscC	1278	798	638	979	851	886	1057	456	263	334	498
non-essential	b0716_ybgO_124_748859_748844_-	ybgO	5249	3290	2800	3389	3763	601	837	206	326	317	420
non-essential	b0716_ybgO_170_748813_748807_+	ybgO	5230	2560	1887	2225	2399	1504	2059	928	508	621	993
non-essential	b0716_ybgO_170_748813_748806_+	ybgO	3516	1616	1311	1514	1654	943	1344	688	441	479	416
non-essential	b0716_ybgO_171_748812_748805_+	ybgO	1935	953	750	786	949	1964	2448	795	836	749	1762
non-essential	b0716_ybgO_251_748732_748727_+	ybgO	3429	2376	1904	4170	4600	11405	12417	29877	22933	18862	19672
